,Neighborhood,Year Built,SalePrice,Formated Price
1816,SawyerW,1983,144000,"$144,000.00"
1817,SawyerW,1977,144000,"$144,000.00"
1818,Sawyer,1977,120750,"$120,750.00"
1819,Sawyer,1963,132500,"$132,500.00"
1820,Sawyer,1962,132000,"$132,000.00"
1821,Sawyer,1962,132500,"$132,500.00"
1822,Sawyer,1961,129000,"$129,000.00"
1823,Sawyer,1962,143900,"$143,900.00"
1824,Sawyer,1968,145000,"$145,000.00"
1825,Sawyer,1961,128500,"$128,500.00"
1826,Sawyer,1967,125500,"$125,500.00"
1827,Veenker,1990,300000,"$300,000.00"
1828,Veenker,1974,294000,"$294,000.00"
1829,Sawyer,1974,129000,"$129,000.00"
1830,Sawyer,1975,171000,"$171,000.00"
1831,Sawyer,1973,147000,"$147,000.00"
1832,NoRidge,1990,302000,"$302,000.00"
1833,NoRidge,1992,285000,"$285,000.00"
1834,Somerst,2004,214000,"$214,000.00"
1835,Somerst,2006,166000,"$166,000.00"
1836,Somerst,2006,193800,"$193,800.00"
1837,Somerst,2006,208900,"$208,900.00"
1838,Somerst,2006,194000,"$194,000.00"
1839,Somerst,2006,207500,"$207,500.00"
1840,Somerst,2006,199900,"$199,900.00"
1841,Somerst,2006,164700,"$164,700.00"
1842,Somerst,1999,176500,"$176,500.00"
1843,Somerst,1999,176000,"$176,000.00"
1844,Somerst,2000,168500,"$168,500.00"
1845,Somerst,2000,177000,"$177,000.00"
1846,Somerst,2000,177000,"$177,000.00"
1847,Somerst,2004,148800,"$148,800.00"
1848,Somerst,1999,174000,"$174,000.00"
1849,Somerst,1997,239000,"$239,000.00"
1850,Somerst,1999,204000,"$204,000.00"
1851,Somerst,2003,301000,"$301,000.00"
1852,Somerst,1998,312500,"$312,500.00"
1853,Veenker,1994,279700,"$279,700.00"
1854,Veenker,1980,255000,"$255,000.00"
1855,Veenker,1978,194000,"$194,000.00"
1856,Veenker,1976,218000,"$218,000.00"
1857,Greens,1978,213750,"$213,750.00"
1858,Veenker,1976,187000,"$187,000.00"
1859,Veenker,1976,181500,"$181,500.00"
1860,Veenker,1981,373000,"$373,000.00"
1861,Sawyer,1977,190000,"$190,000.00"
1862,Somerst,2001,226000,"$226,000.00"
1863,NWAmes,1968,143450,"$143,450.00"
1864,NWAmes,1970,240050,"$240,050.00"
1865,NWAmes,1969,162500,"$162,500.00"
1866,NWAmes,1968,164000,"$164,000.00"
1867,NWAmes,1972,185000,"$185,000.00"
1868,NWAmes,1993,188500,"$188,500.00"
1869,NWAmes,1993,255000,"$255,000.00"
1870,NWAmes,1976,136905,"$136,905.00"
1871,NWAmes,1966,158500,"$158,500.00"
1872,NWAmes,1973,175500,"$175,500.00"
1873,NWAmes,1963,127000,"$127,000.00"
1874,NAmes,1967,127000,"$127,000.00"
1875,NAmes,1967,143000,"$143,000.00"
1876,NAmes,1965,156000,"$156,000.00"
1877,NAmes,1958,144000,"$144,000.00"
1878,NAmes,1964,119000,"$119,000.00"
1879,NAmes,1964,103000,"$103,000.00"
1880,NAmes,1960,139900,"$139,900.00"
1881,NAmes,1960,151500,"$151,500.00"
1882,NAmes,1960,126500,"$126,500.00"
1883,NAmes,1958,145000,"$145,000.00"
1884,NAmes,1958,120000,"$120,000.00"
1885,NAmes,1956,124000,"$124,000.00"
1886,NAmes,1959,106500,"$106,500.00"
1887,NAmes,1961,140500,"$140,500.00"
1888,NAmes,1961,137500,"$137,500.00"
1889,NAmes,1960,117600,"$117,600.00"
1890,NAmes,1966,163500,"$163,500.00"
1891,NAmes,1965,161000,"$161,000.00"
1892,NAmes,1964,158000,"$158,000.00"
1893,NAmes,1964,224500,"$224,500.00"
1894,NAmes,1964,147000,"$147,000.00"
1895,NAmes,1959,200000,"$200,000.00"
1896,NAmes,1960,181900,"$181,900.00"
1897,NAmes,1959,150750,"$150,750.00"
1898,NAmes,1962,101800,"$101,800.00"
1899,NAmes,1950,124000,"$124,000.00"
1900,NAmes,1940,138500,"$138,500.00"
1901,BrkSide,1946,39300,"$39,300.00"
1902,BrkSide,1946,64500,"$64,500.00"
1903,BrkSide,1945,64000,"$64,000.00"
1904,BrkSide,1958,112000,"$112,000.00"
1905,NAmes,1964,165000,"$165,000.00"
1906,NAmes,1955,144000,"$144,000.00"
1907,NAmes,1948,137000,"$137,000.00"
1908,NAmes,1941,105000,"$105,000.00"
1909,NAmes,1942,146500,"$146,500.00"
1910,NAmes,1968,126000,"$126,000.00"
1911,NAmes,1966,175000,"$175,000.00"
1912,NAmes,1961,158500,"$158,500.00"
1913,NAmes,1958,114500,"$114,500.00"
1914,NAmes,1958,144000,"$144,000.00"
1915,NAmes,1965,129000,"$129,000.00"
1916,NAmes,1957,141000,"$141,000.00"
1917,NAmes,1956,131000,"$131,000.00"
1918,NAmes,1963,142100,"$142,100.00"
1919,NAmes,1958,139000,"$139,000.00"
1920,NAmes,1958,157900,"$157,900.00"
1921,NAmes,1954,139400,"$139,400.00"
1922,NAmes,1957,150000,"$150,000.00"
1923,NAmes,1960,120000,"$120,000.00"
1924,NAmes,1957,174850,"$174,850.00"
1925,NAmes,1957,116000,"$116,000.00"
1926,NAmes,1956,135000,"$135,000.00"
1927,NAmes,1970,163500,"$163,500.00"
1928,NAmes,1955,130000,"$130,000.00"
1929,NAmes,1955,129500,"$129,500.00"
1930,NAmes,1953,142000,"$142,000.00"
1931,NAmes,1958,128600,"$128,600.00"
1932,NAmes,1952,125000,"$125,000.00"
1933,NAmes,1953,136000,"$136,000.00"
1934,NAmes,1953,134500,"$134,500.00"
1935,NAmes,1956,127000,"$127,000.00"
1936,NAmes,1955,130000,"$130,000.00"
1937,NAmes,1955,115000,"$115,000.00"
1938,NAmes,1955,116900,"$116,900.00"
1939,NAmes,1956,132000,"$132,000.00"
1940,NAmes,1953,153000,"$153,000.00"
1941,OldTown,1952,112500,"$112,500.00"
1942,OldTown,1890,138000,"$138,000.00"
1943,NAmes,1949,135000,"$135,000.00"
1944,NAmes,1953,156000,"$156,000.00"
1945,NAmes,1935,301600,"$301,600.00"
1946,OldTown,1940,109000,"$109,000.00"
1947,OldTown,1956,103200,"$103,200.00"
1948,OldTown,1925,128500,"$128,500.00"
1949,OldTown,1927,64500,"$64,500.00"
1950,OldTown,1895,148000,"$148,000.00"
1951,OldTown,1920,86000,"$86,000.00"
1952,NAmes,1963,172000,"$172,000.00"
1953,NAmes,1961,120000,"$120,000.00"
1954,NAmes,1968,128500,"$128,500.00"
1955,NAmes,1969,135000,"$135,000.00"
1956,NAmes,1949,122900,"$122,900.00"
1957,NAmes,1948,119200,"$119,200.00"
1958,NAmes,1949,143000,"$143,000.00"
1959,NAmes,1950,119000,"$119,000.00"
1960,NAmes,1950,102000,"$102,000.00"
1961,NAmes,1950,129000,"$129,000.00"
1962,NAmes,1960,135000,"$135,000.00"
1963,NAmes,1959,152000,"$152,000.00"
1964,NAmes,1958,140000,"$140,000.00"
1965,NAmes,1960,152000,"$152,000.00"
1966,NAmes,1960,156500,"$156,500.00"
1967,NAmes,1961,141000,"$141,000.00"
1968,NAmes,1961,99000,"$99,000.00"
1969,NAmes,1964,187000,"$187,000.00"
1970,NAmes,1962,169500,"$169,500.00"
1971,NAmes,1962,125500,"$125,500.00"
1972,NAmes,1962,130000,"$130,000.00"
1973,OldTown,1926,103000,"$103,000.00"
1974,OldTown,1910,132000,"$132,000.00"
1975,OldTown,1927,127500,"$127,500.00"
1976,OldTown,1922,89500,"$89,500.00"
1977,OldTown,1980,140000,"$140,000.00"
1978,OldTown,1920,99900,"$99,900.00"
1979,OldTown,1885,100000,"$100,000.00"
1980,OldTown,1940,130000,"$130,000.00"
1981,OldTown,1900,135000,"$135,000.00"
1982,OldTown,1948,120000,"$120,000.00"
1983,OldTown,1937,89471,"$89,471.00"
1984,OldTown,1900,85000,"$85,000.00"
1985,OldTown,1920,108500,"$108,500.00"
1986,OldTown,1900,137000,"$137,000.00"
1987,OldTown,1945,110500,"$110,500.00"
1988,OldTown,1923,100000,"$100,000.00"
1989,OldTown,1910,184900,"$184,900.00"
1990,OldTown,1927,145000,"$145,000.00"
1991,OldTown,1925,125000,"$125,000.00"
1992,OldTown,1910,114000,"$114,000.00"
1993,OldTown,1900,90000,"$90,000.00"
1994,OldTown,1910,144100,"$144,100.00"
1995,OldTown,1880,117500,"$117,500.00"
1996,OldTown,1930,124500,"$124,500.00"
1997,OldTown,1879,185000,"$185,000.00"
1998,OldTown,1910,133900,"$133,900.00"
1999,OldTown,1926,152000,"$152,000.00"
2000,OldTown,1948,153500,"$153,500.00"
2001,OldTown,1890,159500,"$159,500.00"
2002,OldTown,1930,87000,"$87,000.00"
2003,OldTown,1956,104500,"$104,500.00"
2004,OldTown,1949,110000,"$110,000.00"
2005,BrkSide,1925,136500,"$136,500.00"
2006,BrkSide,1950,128250,"$128,250.00"
2007,BrkSide,1920,144000,"$144,000.00"
2008,BrkSide,1923,210000,"$210,000.00"
2009,BrkSide,1939,135000,"$135,000.00"
2010,BrkSide,1939,128000,"$128,000.00"
2011,BrkSide,1941,131000,"$131,000.00"
2012,BrkSide,1939,113000,"$113,000.00"
2013,BrkSide,1938,126000,"$126,000.00"
2014,BrkSide,1939,132000,"$132,000.00"
2015,BrkSide,1930,131750,"$131,750.00"
2016,BrkSide,1926,132500,"$132,500.00"
2017,BrkSide,1920,137500,"$137,500.00"
2018,BrkSide,1929,132000,"$132,000.00"
2019,BrkSide,1931,127500,"$127,500.00"
2020,BrkSide,1926,102000,"$102,000.00"
2021,OldTown,1918,200000,"$200,000.00"
2022,BrkSide,1919,180500,"$180,500.00"
2023,BrkSide,1920,165000,"$165,000.00"
2024,BrkSide,1926,90000,"$90,000.00"
2025,BrkSide,1915,153575,"$153,575.00"
2026,OldTown,1929,140000,"$140,000.00"
2027,OldTown,1916,136000,"$136,000.00"
2028,OldTown,1901,113000,"$113,000.00"
2029,OldTown,1901,117000,"$117,000.00"
2030,IDOTRR,1931,169500,"$169,500.00"
2031,IDOTRR,1930,139400,"$139,400.00"
2032,IDOTRR,1963,202500,"$202,500.00"
2033,IDOTRR,1914,127000,"$127,000.00"
2034,IDOTRR,1937,141000,"$141,000.00"
2035,IDOTRR,1950,212300,"$212,300.00"
2036,IDOTRR,1915,161000,"$161,000.00"
2037,IDOTRR,1958,99500,"$99,500.00"
2038,IDOTRR,1920,101000,"$101,000.00"
2039,IDOTRR,1916,109900,"$109,900.00"
2040,OldTown,1941,128500,"$128,500.00"
2041,OldTown,1910,122000,"$122,000.00"
2042,OldTown,1930,87000,"$87,000.00"
2043,IDOTRR,1910,50000,"$50,000.00"
2044,Sawyer,1937,219000,"$219,000.00"
2045,ClearCr,1946,200500,"$200,500.00"
2046,Edwards,1940,126000,"$126,000.00"
2047,SWISU,1942,108500,"$108,500.00"
2048,Sawyer,1963,130000,"$130,000.00"
2049,Sawyer,1964,158450,"$158,450.00"
2050,Sawyer,1964,115400,"$115,400.00"
2051,Sawyer,1961,118500,"$118,500.00"
2052,Sawyer,1964,165000,"$165,000.00"
2053,Sawyer,1966,123000,"$123,000.00"
2054,Sawyer,1966,129000,"$129,000.00"
2055,Sawyer,1966,125000,"$125,000.00"
2056,Sawyer,1968,108000,"$108,000.00"
2057,Sawyer,1971,119900,"$119,900.00"
2058,Sawyer,1968,115000,"$115,000.00"
2059,Sawyer,1967,134500,"$134,500.00"
2060,Sawyer,1966,127000,"$127,000.00"
2061,Sawyer,1968,129000,"$129,000.00"
2062,Sawyer,1977,143500,"$143,500.00"
2063,Sawyer,1966,129000,"$129,000.00"
2064,Sawyer,1956,187000,"$187,000.00"
2065,Sawyer,1920,158000,"$158,000.00"
2066,Sawyer,1918,112000,"$112,000.00"
2067,Sawyer,1940,165250,"$165,250.00"
2068,Sawyer,1954,150000,"$150,000.00"
2069,Sawyer,1958,137000,"$137,000.00"
2070,Sawyer,1945,89500,"$89,500.00"
2071,ClearCr,1971,302000,"$302,000.00"
2072,ClearCr,1984,182000,"$182,000.00"
2073,ClearCr,1988,211000,"$211,000.00"
2074,Edwards,1948,216000,"$216,000.00"
2075,Edwards,1953,130000,"$130,000.00"
2076,Edwards,1946,109900,"$109,900.00"
2077,ClearCr,1954,255000,"$255,000.00"
2078,Edwards,1950,243000,"$243,000.00"
2079,Edwards,1954,154000,"$154,000.00"
2080,SWISU,1958,118000,"$118,000.00"
2081,Edwards,1958,80000,"$80,000.00"
2082,Edwards,1977,150000,"$150,000.00"
2083,Edwards,1920,86000,"$86,000.00"
2084,Edwards,1984,130000,"$130,000.00"
2085,Edwards,1951,125000,"$125,000.00"
2086,Edwards,1951,136500,"$136,500.00"
2087,Edwards,1920,96000,"$96,000.00"
2088,Edwards,1957,120000,"$120,000.00"
2089,SawyerW,1984,228500,"$228,500.00"
2090,SawyerW,1990,179900,"$179,900.00"
2091,SawyerW,1990,225000,"$225,000.00"
2092,SawyerW,1986,301000,"$301,000.00"
2093,SawyerW,1991,238000,"$238,000.00"
2094,SawyerW,1989,228500,"$228,500.00"
2095,SawyerW,1994,220000,"$220,000.00"
2096,CollgCr,2007,383970,"$383,970.00"
2097,CollgCr,2006,424870,"$424,870.00"
2098,CollgCr,2007,250000,"$250,000.00"
2099,CollgCr,2006,360000,"$360,000.00"
2100,CollgCr,2006,279500,"$279,500.00"
2101,CollgCr,2007,200141,"$200,141.00"
2102,CollgCr,2007,246500,"$246,500.00"
2103,CollgCr,2007,276000,"$276,000.00"
2104,CollgCr,2005,203000,"$203,000.00"
2105,CollgCr,2006,155835,"$155,835.00"
2106,CollgCr,2006,194000,"$194,000.00"
2107,CollgCr,2007,195400,"$195,400.00"
2108,CollgCr,2005,217000,"$217,000.00"
2109,CollgCr,2006,212999,"$212,999.00"
2110,CollgCr,2005,175900,"$175,900.00"
2111,CollgCr,2005,191000,"$191,000.00"
2112,CollgCr,2006,176432,"$176,432.00"
2113,SawyerW,1988,277000,"$277,000.00"
2114,SawyerW,1988,207000,"$207,000.00"
2115,ClearCr,1958,277000,"$277,000.00"
2116,ClearCr,1992,240000,"$240,000.00"
2117,ClearCr,1966,187500,"$187,500.00"
2118,ClearCr,1976,279000,"$279,000.00"
2119,CollgCr,1994,139500,"$139,500.00"
2120,CollgCr,1994,126000,"$126,000.00"
2121,CollgCr,1995,177500,"$177,500.00"
2122,CollgCr,1997,175000,"$175,000.00"
2123,CollgCr,1998,211000,"$211,000.00"
2124,CollgCr,1994,146000,"$146,000.00"
2125,CollgCr,1996,147900,"$147,900.00"
2126,CollgCr,1994,123600,"$123,600.00"
2127,CollgCr,1997,204750,"$204,750.00"
2128,CollgCr,1999,235500,"$235,500.00"
2129,CollgCr,1998,217000,"$217,000.00"
2130,CollgCr,2001,190550,"$190,550.00"
2131,CollgCr,2000,217500,"$217,500.00"
2132,CollgCr,2003,226000,"$226,000.00"
2133,CollgCr,2003,180000,"$180,000.00"
2134,CollgCr,1974,131000,"$131,000.00"
2135,CollgCr,1976,153500,"$153,500.00"
2136,CollgCr,1977,160000,"$160,000.00"
2137,CollgCr,1977,134900,"$134,900.00"
2138,CollgCr,1977,130000,"$130,000.00"
2139,CollgCr,1975,120000,"$120,000.00"
2140,CollgCr,1972,112500,"$112,500.00"
2141,CollgCr,1975,122000,"$122,000.00"
2142,CollgCr,1972,127000,"$127,000.00"
2143,CollgCr,1972,117000,"$117,000.00"
2144,CollgCr,2004,305900,"$305,900.00"
2145,CollgCr,2002,228500,"$228,500.00"
2146,CollgCr,2000,270000,"$270,000.00"
2147,CollgCr,2002,192000,"$192,000.00"
2148,CollgCr,2003,213000,"$213,000.00"
2149,CollgCr,2002,200000,"$200,000.00"
2150,CollgCr,1998,267000,"$267,000.00"
2151,CollgCr,1994,228000,"$228,000.00"
2152,CollgCr,2001,275000,"$275,000.00"
2153,CollgCr,1996,211000,"$211,000.00"
2154,CollgCr,2002,285000,"$285,000.00"
2155,CollgCr,1995,240000,"$240,000.00"
2156,CollgCr,2003,131500,"$131,500.00"
2157,CollgCr,1999,246900,"$246,900.00"
2158,CollgCr,2003,219500,"$219,500.00"
2159,CollgCr,2003,185000,"$185,000.00"
2160,CollgCr,2007,179400,"$179,400.00"
2161,CollgCr,2006,213500,"$213,500.00"
2162,CollgCr,2004,179600,"$179,600.00"
2163,CollgCr,2005,173500,"$173,500.00"
2164,CollgCr,2006,167840,"$167,840.00"
2165,CollgCr,2006,168675,"$168,675.00"
2166,CollgCr,2005,167000,"$167,000.00"
2167,Edwards,1965,140000,"$140,000.00"
2168,Edwards,1967,118500,"$118,500.00"
2169,Edwards,1963,110000,"$110,000.00"
2170,Edwards,1965,94750,"$94,750.00"
2171,Edwards,1925,122000,"$122,000.00"
2172,Edwards,1960,110000,"$110,000.00"
2173,Edwards,1990,118500,"$118,500.00"
2174,Edwards,1976,133500,"$133,500.00"
2175,Edwards,1976,148000,"$148,000.00"
2176,Edwards,1979,141000,"$141,000.00"
2177,Edwards,2006,155000,"$155,000.00"
2178,Edwards,2005,157000,"$157,000.00"
2179,Edwards,2005,171500,"$171,500.00"
2180,Edwards,2008,183850,"$183,850.00"
2181,Edwards,2007,184750,"$184,750.00"
2182,Edwards,2005,140000,"$140,000.00"
2183,Edwards,1959,131750,"$131,750.00"
2184,Edwards,1955,61500,"$61,500.00"
2185,Edwards,1954,111000,"$111,000.00"
2186,Edwards,1946,98500,"$98,500.00"
2187,Edwards,1931,79000,"$79,000.00"
2188,Edwards,1920,108500,"$108,500.00"
2189,Edwards,1954,110000,"$110,000.00"
2190,Edwards,1910,112000,"$112,000.00"
2191,Edwards,1955,125000,"$125,000.00"
2192,Edwards,1955,79275,"$79,275.00"
2193,Edwards,1954,119000,"$119,000.00"
2194,SWISU,1914,200000,"$200,000.00"
2195,SWISU,1923,150000,"$150,000.00"
2196,Crawfor,1923,165000,"$165,000.00"
2197,Crawfor,1926,96500,"$96,500.00"
2198,Crawfor,1926,136500,"$136,500.00"
2199,Crawfor,1921,146500,"$146,500.00"
2200,SWISU,1937,175000,"$175,000.00"
2201,Crawfor,1930,148500,"$148,500.00"
2202,Crawfor,1921,141500,"$141,500.00"
2203,Crawfor,1918,189950,"$189,950.00"
2204,Crawfor,1926,135000,"$135,000.00"
2205,Crawfor,1941,164000,"$164,000.00"
2206,Crawfor,1913,90350,"$90,350.00"
2207,Crawfor,1910,139000,"$139,000.00"
2208,Crawfor,1938,119750,"$119,750.00"
2209,Crawfor,1946,145000,"$145,000.00"
2210,Crawfor,1949,145000,"$145,000.00"
2211,Crawfor,1927,238000,"$238,000.00"
2212,Crawfor,1951,153500,"$153,500.00"
2213,Crawfor,1918,239000,"$239,000.00"
2214,Crawfor,1934,359100,"$359,100.00"
2215,Crawfor,1930,188000,"$188,000.00"
2216,Crawfor,1932,220000,"$220,000.00"
2217,Crawfor,1941,140000,"$140,000.00"
2218,Crawfor,1932,315000,"$315,000.00"
2219,Crawfor,1945,259500,"$259,500.00"
2220,Crawfor,1957,257500,"$257,500.00"
2221,Crawfor,1940,219500,"$219,500.00"
2222,Crawfor,1953,217000,"$217,000.00"
2223,Crawfor,1960,201000,"$201,000.00"
2224,Crawfor,1968,215000,"$215,000.00"
2225,Blueste,1980,123900,"$123,900.00"
2226,Crawfor,1995,170000,"$170,000.00"
2227,Blueste,1988,200000,"$200,000.00"
2228,Crawfor,1971,198000,"$198,000.00"
2229,Crawfor,1957,200624,"$200,624.00"
2230,Crawfor,1986,315000,"$315,000.00"
2231,IDOTRR,1919,115000,"$115,000.00"
2232,IDOTRR,1940,141000,"$141,000.00"
2233,IDOTRR,1941,87000,"$87,000.00"
2234,IDOTRR,1925,129850,"$129,850.00"
2235,IDOTRR,1939,100000,"$100,000.00"
2236,IDOTRR,1923,150909,"$150,909.00"
2237,IDOTRR,1922,75200,"$75,200.00"
2238,IDOTRR,1920,118400,"$118,400.00"
2239,IDOTRR,1920,67000,"$67,000.00"
2240,IDOTRR,1950,152000,"$152,000.00"
2241,IDOTRR,1939,68104,"$68,104.00"
2242,IDOTRR,1895,119600,"$119,600.00"
2243,IDOTRR,1957,140000,"$140,000.00"
2244,IDOTRR,1930,124900,"$124,900.00"
2245,Crawfor,2006,375000,"$375,000.00"
2246,Crawfor,2006,235000,"$235,000.00"
2247,Mitchel,1979,183500,"$183,500.00"
2248,Mitchel,1978,156000,"$156,000.00"
2249,Mitchel,1983,134000,"$134,000.00"
2250,Mitchel,2002,215000,"$215,000.00"
2251,Mitchel,2002,245000,"$245,000.00"
2252,Mitchel,1991,210000,"$210,000.00"
2253,Mitchel,1975,148000,"$148,000.00"
2254,Mitchel,1974,143000,"$143,000.00"
2255,Timber,1987,244000,"$244,000.00"
2256,GrnHill,1998,330000,"$330,000.00"
2257,Timber,1959,170000,"$170,000.00"
2258,Timber,1958,257000,"$257,000.00"
2259,Timber,2006,231713,"$231,713.00"
2260,Timber,2006,267300,"$267,300.00"
2261,Timber,2006,265900,"$265,900.00"
2262,Timber,2007,239000,"$239,000.00"
2263,Timber,2006,248900,"$248,900.00"
2264,Timber,1985,174000,"$174,000.00"
2265,Timber,1990,187500,"$187,500.00"
2266,Timber,1996,204000,"$204,000.00"
2267,Timber,2001,180500,"$180,500.00"
2268,Timber,2003,187500,"$187,500.00"
2269,Timber,2002,282000,"$282,000.00"
2270,Timber,1996,178000,"$178,000.00"
2271,Timber,2002,270000,"$270,000.00"
2272,Timber,2003,279900,"$279,900.00"
2273,Timber,1963,186700,"$186,700.00"
2274,Timber,2006,283463,"$283,463.00"
2275,Timber,2006,392000,"$392,000.00"
2276,Timber,2005,281213,"$281,213.00"
2277,Mitchel,2007,147000,"$147,000.00"
2278,Mitchel,1953,130000,"$130,000.00"
2279,Mitchel,1996,140000,"$140,000.00"
2280,Mitchel,1963,132250,"$132,250.00"
2281,Mitchel,1967,143000,"$143,000.00"
2282,Mitchel,1961,168000,"$168,000.00"
2283,MeadowV,1976,129900,"$129,900.00"
2284,MeadowV,1976,134000,"$134,000.00"
2285,MeadowV,1972,85500,"$85,500.00"
2286,MeadowV,1970,106500,"$106,500.00"
2287,MeadowV,1970,93900,"$93,900.00"
2288,MeadowV,1970,75000,"$75,000.00"
2289,MeadowV,1970,84500,"$84,500.00"
2290,MeadowV,1976,75190,"$75,190.00"
2291,Mitchel,1976,146800,"$146,800.00"
2292,Mitchel,1977,153500,"$153,500.00"
2293,Mitchel,1977,188000,"$188,000.00"
2294,Mitchel,1977,196000,"$196,000.00"
2295,Mitchel,1977,157000,"$157,000.00"
2296,Mitchel,1971,138000,"$138,000.00"
2297,Mitchel,1970,129500,"$129,500.00"
2298,Mitchel,1961,80000,"$80,000.00"
2299,Mitchel,1982,129500,"$129,500.00"
2300,Mitchel,1976,135000,"$135,000.00"
2301,Mitchel,1982,124500,"$124,500.00"
2302,Mitchel,1983,139000,"$139,000.00"
2303,Mitchel,1991,93500,"$93,500.00"
2304,Mitchel,1984,124500,"$124,500.00"
2305,NAmes,1954,149900,"$149,900.00"
2306,NAmes,1956,157500,"$157,500.00"
2307,NAmes,1957,169000,"$169,000.00"
2308,NAmes,1957,252000,"$252,000.00"
2309,NAmes,1969,192100,"$192,100.00"
2310,Gilbert,1997,183500,"$183,500.00"
2311,Gilbert,1997,222000,"$222,000.00"
2312,Gilbert,1995,170000,"$170,000.00"
2313,Gilbert,1995,187500,"$187,500.00"
2314,Gilbert,1996,202000,"$202,000.00"
2315,Gilbert,1997,185000,"$185,000.00"
2316,Gilbert,2005,320000,"$320,000.00"
2317,Gilbert,2006,240000,"$240,000.00"
2318,Gilbert,2005,250000,"$250,000.00"
2319,Gilbert,2005,239900,"$239,900.00"
2320,Gilbert,2005,309000,"$309,000.00"
2321,Gilbert,2006,274725,"$274,725.00"
2322,StoneBr,1994,270000,"$270,000.00"
2323,Gilbert,1993,183500,"$183,500.00"
2324,Gilbert,1993,165600,"$165,600.00"
2325,Gilbert,1998,176500,"$176,500.00"
2326,StoneBr,1987,130000,"$130,000.00"
2327,StoneBr,1987,239000,"$239,000.00"
2328,StoneBr,1985,275000,"$275,000.00"
2329,StoneBr,2005,457347,"$457,347.00"
2330,StoneBr,2006,545224,"$545,224.00"
2331,StoneBr,2006,356383,"$356,383.00"
2332,StoneBr,2005,556581,"$556,581.00"
2333,StoneBr,2006,361919,"$361,919.00"
2334,StoneBr,2006,535000,"$535,000.00"
2335,StoneBr,2005,401179,"$401,179.00"
2336,StoneBr,2006,438780,"$438,780.00"
2337,Gilbert,1948,169000,"$169,000.00"
2338,Gilbert,1955,145000,"$145,000.00"
2339,StoneBr,2005,318000,"$318,000.00"
2340,StoneBr,2005,319000,"$319,000.00"
2341,StoneBr,2005,470000,"$470,000.00"
2342,NWAmes,1984,202500,"$202,500.00"
2343,NWAmes,1988,229000,"$229,000.00"
2344,NWAmes,1977,235000,"$235,000.00"
2345,NWAmes,1976,190000,"$190,000.00"
2346,NWAmes,1980,169000,"$169,000.00"
2347,NWAmes,1988,241500,"$241,500.00"
2348,NWAmes,1978,188900,"$188,900.00"
2349,NWAmes,1980,207500,"$207,500.00"
2350,NWAmes,1978,250000,"$250,000.00"
2351,NWAmes,1975,179900,"$179,900.00"
2352,NWAmes,1976,172000,"$172,000.00"
2353,Somerst,2005,294323,"$294,323.00"
2354,NWAmes,1975,184500,"$184,500.00"
2355,NWAmes,1975,153500,"$153,500.00"
2356,NWAmes,1976,162900,"$162,900.00"
2357,NWAmes,1974,181000,"$181,000.00"
2358,NWAmes,1974,155000,"$155,000.00"
2359,NAmes,1969,138800,"$138,800.00"
2360,NAmes,1970,116050,"$116,050.00"
2361,NAmes,1971,88000,"$88,000.00"
2362,NAmes,1971,97500,"$97,500.00"
2363,NAmes,2002,190000,"$190,000.00"
2364,BrDale,1973,105500,"$105,500.00"
2365,BrDale,1973,125500,"$125,500.00"
2366,BrDale,1973,83000,"$83,000.00"
2367,BrDale,1972,116000,"$116,000.00"
2368,BrDale,1971,91500,"$91,500.00"
2369,BrDale,1972,118000,"$118,000.00"
2370,BrDale,1972,89000,"$89,000.00"
2371,BrDale,1972,108000,"$108,000.00"
2372,BrDale,1972,94500,"$94,500.00"
2373,NPkVill,1975,146300,"$146,300.00"
2374,NAmes,1967,145000,"$145,000.00"
2375,NAmes,1967,123000,"$123,000.00"
2376,NPkVill,1976,137500,"$137,500.00"
2377,NPkVill,1976,144000,"$144,000.00"
2378,NridgHt,2004,315000,"$315,000.00"
2379,NridgHt,2006,412083,"$412,083.00"
2380,NridgHt,2006,342643,"$342,643.00"
2381,NridgHt,2004,252000,"$252,000.00"
2382,NridgHt,2006,465000,"$465,000.00"
2383,NridgHt,2006,293000,"$293,000.00"
2384,NridgHt,2005,415000,"$415,000.00"
2385,NridgHt,2004,326000,"$326,000.00"
2386,NridgHt,2005,325300,"$325,300.00"
2387,NridgHt,2004,309000,"$309,000.00"
2388,NridgHt,2005,300000,"$300,000.00"
2389,NridgHt,2005,275500,"$275,500.00"
2390,NridgHt,2005,338500,"$338,500.00"
2391,NridgHt,2005,345000,"$345,000.00"
2392,NridgHt,2005,344133,"$344,133.00"
2393,NridgHt,2006,298236,"$298,236.00"
2394,NridgHt,2005,329900,"$329,900.00"
2395,NridgHt,2003,360000,"$360,000.00"
2396,NridgHt,2006,281000,"$281,000.00"
2397,NridgHt,2005,372397,"$372,397.00"
2398,NridgHt,2004,378000,"$378,000.00"
2399,NridgHt,2003,374000,"$374,000.00"
2400,NridgHt,2005,437154,"$437,154.00"
2401,NridgHt,2005,275000,"$275,000.00"
2402,NridgHt,2004,279000,"$279,000.00"
2403,NridgHt,2005,185850,"$185,850.00"
2404,NridgHt,2005,282500,"$282,500.00"
2405,NridgHt,2005,202500,"$202,500.00"
2406,NridgHt,2005,202665,"$202,665.00"
2407,NridgHt,2006,332200,"$332,200.00"
